frame,t_s,seq,current_A,mean_rgb,mean_Y,mean_R,mean_G,mean_B
0,0.000000,0,5.6,29.326911,35.078458,20.165601,40.272159,27.542972
1,0.033333,0,5.6,29.827720,35.443352,20.743879,40.544678,28.194602
2,0.066667,0,5.6,29.668641,35.348762,20.563912,40.490454,27.951557
3,0.100000,0,5.6,29.829599,35.466046,20.754689,40.576977,28.157131
4,0.133333,0,5.6,29.497873,35.258402,20.369788,40.449836,27.673993
5,0.166667,0,5.6,29.545183,35.289332,20.423703,40.470229,27.741617
6,0.200000,0,5.6,29.500128,35.260650,20.371852,40.452122,27.676410
7,0.233333,0,5.6,29.501382,35.261879,20.372986,40.453363,27.677797
8,0.266667,0,5.6,30.555673,36.475047,21.188969,41.806775,28.671275
9,0.300000,0,5.6,30.976044,36.765963,21.695761,42.006948,29.225423
10,0.333333,0,5.6,30.973942,36.764631,21.693309,42.006119,29.222399
11,0.366667,0,5.6,31.148356,36.903843,21.905497,42.117539,29.422033
12,0.400000,0,5.6,30.637883,36.581159,21.287486,41.922599,28.703564
13,0.433333,0,5.6,31.087216,36.919567,21.822010,42.180817,29.258822
14,0.466667,0,5.6,30.966198,36.825206,21.681449,42.105524,29.111622
15,0.500000,0,5.6,31.102123,36.936865,21.844344,42.197822,29.264204
16,0.533333,0,5.6,30.691186,36.641073,21.361656,41.981625,28.730278
17,0.566667,0,5.6,30.694589,36.643517,21.365780,41.983380,28.734607
18,0.600000,0,5.6,30.691630,36.641238,21.362183,41.981618,28.731088
19,0.633333,0,5.6,30.691774,36.641335,21.362306,41.981694,28.731324
20,0.666667,0,5.6,30.385619,36.726082,20.428498,42.420522,28.307836
21,0.700000,0,5.6,30.839732,36.987363,21.029489,42.542670,28.947036
22,0.733333,0,5.6,30.740801,36.947124,20.888316,42.544240,28.789846
23,0.766667,0,5.6,31.070714,37.202684,21.288449,42.743187,29.180506
24,0.800000,0,5.6,30.719689,37.098660,20.773869,42.812013,28.573184
25,0.833333,0,5.6,31.345712,37.531950,21.550739,43.105358,29.381038
26,0.866667,0,5.6,31.179822,37.478589,21.314036,43.129936,29.095495
27,0.900000,0,5.6,31.204822,37.516339,21.339657,43.174630,29.100180
28,0.933333,0,5.6,31.031011,37.428083,21.107492,43.146617,28.838924
29,0.966667,0,5.6,31.522530,37.764812,21.713594,43.372385,29.481612
30,1.000000,0,5.6,31.500598,37.751812,21.684337,43.365943,29.451515
31,1.033333,0,5.6,31.720630,37.920459,21.957164,43.494533,29.710192
32,1.066667,0,5.6,31.190714,37.593499,21.291376,43.309924,28.970841
33,1.100000,0,5.6,31.192186,37.593874,21.293672,43.309511,28.973377
34,1.133333,0,5.6,30.066902,35.848015,20.935099,41.051689,28.213918
35,1.166667,0,5.6,30.145938,35.885893,21.046549,41.059639,28.331625
36,1.200000,0,5.6,30.028680,35.820080,20.900509,41.028673,28.156859
37,1.233333,0,5.6,30.587165,36.158213,21.631772,41.206737,28.922986
38,1.266667,0,5.6,30.391138,36.016861,21.390181,41.105690,28.677541
39,1.300000,0,5.6,30.559038,36.130368,21.616522,41.176237,28.884354
40,1.333333,0,5.6,29.964816,35.771457,20.867950,40.981675,28.044821
41,1.366667,0,5.6,30.320043,35.994505,21.329080,41.108213,28.522837
42,1.400000,0,5.6,29.957829,35.758308,20.909857,40.954429,28.009200
43,1.433333,0,5.6,29.966664,35.763567,20.920952,40.957210,28.021831
44,1.466667,0,5.6,29.943166,35.752950,20.890029,40.955366,27.984103
45,1.500000,0,5.6,30.022492,35.783526,20.998261,40.952564,28.116653
46,1.533333,0,5.6,30.030728,35.671766,21.093668,40.755146,28.243369
47,1.566667,0,5.6,30.032735,35.672817,21.096022,40.755590,28.246594
48,1.600000,0,5.6,29.462974,35.102671,20.411145,40.210367,27.767410
49,1.633333,0,5.6,29.962556,35.388117,21.073116,40.341465,28.473087
50,1.666667,0,5.6,29.879826,35.358218,20.966686,40.346073,28.326719
51,1.700000,0,5.6,30.049367,35.473332,21.185766,40.420152,28.542182
52,1.733333,0,5.6,29.652680,35.295725,20.644668,40.395712,27.917662
53,1.766667,0,5.6,30.199112,35.625214,21.358670,40.568164,28.670503
54,1.800000,0,5.6,29.942447,35.476606,21.035112,40.494156,28.298074
55,1.833333,0,5.6,30.081699,35.567975,21.217321,40.549561,28.478215
56,1.866667,0,5.6,29.752075,35.386338,20.788830,40.471674,27.995722
57,1.900000,0,5.6,29.809921,35.431191,20.866183,40.505055,28.058524
58,1.933333,0,5.6,29.804053,35.427930,20.858153,40.503712,28.050295
59,1.966667,0,5.6,29.812556,35.433362,20.869154,40.506895,28.061619
60,2.000000,0,5.6,29.790023,35.420685,20.840337,40.501062,28.028669
61,2.033333,0,5.6,29.806779,35.425831,20.864999,40.498036,28.057301
62,2.066667,0,5.6,29.305708,34.449777,20.837256,39.154914,27.924954
63,2.100000,0,5.6,29.515722,34.528944,21.157461,39.137374,28.252330
64,2.133333,0,5.6,29.139493,34.295715,20.708010,38.999527,27.710942
65,2.166667,0,5.6,29.611598,34.562379,21.334945,39.118321,28.381528
66,2.200000,0,5.6,29.515676,34.500814,21.212432,39.081637,28.252960
67,2.233333,0,5.6,29.680639,34.610657,21.436219,39.148033,28.457666
68,2.266667,0,5.6,29.071360,34.248059,20.673892,38.955813,27.584375
69,2.300000,0,5.6,29.488747,34.497591,21.227513,39.082405,28.156323
70,2.333333,0,5.6,29.459523,34.477315,21.192465,39.068368,28.117735
71,2.366667,0,5.6,29.638262,34.600272,21.430242,39.147462,28.337082
72,2.400000,0,5.6,29.067980,34.234374,20.721735,38.925222,27.556982
73,2.433333,0,5.6,29.068464,34.234533,20.722637,38.925110,27.557646
74,2.466667,0,5.6,29.068163,34.234345,20.722399,38.924971,27.557119
75,2.500000,0,5.6,27.850782,32.241364,20.381995,36.309880,26.860471
76,2.533333,0,5.6,27.770333,32.169813,20.304556,36.242612,26.763832
77,2.566667,0,5.6,28.227481,32.434959,20.907161,36.369395,27.405887
78,2.600000,0,5.6,27.978509,32.258719,20.618092,36.242292,27.075144
79,2.633333,0,5.6,27.953669,32.238458,20.605157,36.221974,27.033875
80,2.666667,0,5.6,27.685241,32.087875,20.264613,36.152566,26.638543
81,2.700000,0,5.6,27.785943,32.016188,20.630479,35.927269,26.800081
82,2.733333,0,5.6,27.786029,32.016268,20.630592,35.927338,26.800155
83,2.766667,0,5.6,27.805463,32.029377,20.654910,35.935870,26.825609
84,2.800000,0,5.6,27.784061,32.016949,20.627083,35.929827,26.795272
85,2.833333,0,5.6,27.785065,32.017275,20.628645,35.929655,26.796895
