frame,t_s,seq,current_A,mean_rgb,mean_Y,mean_R,mean_G,mean_B
0,0.000000,0,3,15.147272,7.045927,22.101567,1.029499,22.310752
1,0.033333,0,3,15.709052,7.308874,22.848330,1.086139,23.192687
2,0.066667,0,3,15.573535,7.266973,22.659449,1.107868,22.953288
3,0.100000,0,3,15.795791,7.407469,22.935345,1.191258,23.260769
4,0.133333,0,3,15.310373,7.242855,22.260151,1.246195,22.424773
5,0.166667,0,3,15.310209,7.242719,22.259993,1.246073,22.424562
6,0.200000,0,3,14.881267,6.796685,21.784039,0.800814,22.058947
7,0.233333,0,3,14.889495,6.800266,21.794430,0.801343,22.072713
8,0.266667,0,3,14.884141,6.798154,21.785235,0.801868,22.065320
9,0.300000,0,3,15.488911,7.073823,22.641656,0.839870,22.985208
10,0.333333,0,3,15.371123,7.046726,22.464995,0.875981,22.772393
11,0.366667,0,3,15.605984,7.186879,22.776823,0.946745,23.094385
12,0.400000,0,3,15.146926,7.036243,22.105112,1.013780,22.321885
13,0.433333,0,3,15.582244,7.233853,22.722371,1.039686,22.984674
14,0.466667,0,3,15.478088,7.196613,22.564212,1.051390,22.818662
15,0.500000,0,3,15.638543,7.290675,22.777575,1.097037,23.041018
16,0.533333,0,3,15.262045,7.156137,22.233763,1.133371,22.419002
17,0.566667,0,3,15.064513,6.892919,21.969643,0.848224,22.375672
18,0.600000,0,3,15.029682,6.887837,21.924115,0.861994,22.302937
19,0.633333,0,3,15.030906,6.888360,21.926124,0.861956,22.304637
20,0.666667,0,3,15.029065,6.887726,21.923592,0.862144,22.301461
21,0.700000,0,3,15.536702,7.118481,22.631401,0.895463,23.083242
22,0.733333,0,3,15.411715,7.079803,22.447863,0.917489,22.869794
23,0.766667,0,3,15.598037,7.190968,22.695237,0.973596,23.125279
24,0.800000,0,3,15.149354,7.036093,22.050025,1.024758,22.373279
25,0.833333,0,3,15.150073,7.036392,22.051217,1.024720,22.374283
26,0.866667,0,3,15.149729,7.036187,22.050765,1.024616,22.373805
27,0.900000,0,3,15.150566,7.036362,22.052209,1.024290,22.375200
28,0.933333,0,3,14.896109,6.781993,21.669642,0.797944,22.220740
29,0.966667,0,3,15.380341,6.997814,22.341076,0.823864,22.976084
30,1.000000,0,3,15.271619,6.965552,22.177792,0.845968,22.791098
31,1.033333,0,3,15.447202,7.066574,22.414212,0.892309,23.035084
32,1.066667,0,3,15.063096,6.935693,21.865834,0.937890,22.385563
33,1.100000,0,3,15.442637,7.339068,22.246938,1.354157,22.726815
34,1.133333,0,3,15.442637,7.339068,22.246938,1.354157,22.726815
35,1.166667,0,3,15.448721,7.343066,22.255109,1.356541,22.734515
36,1.200000,0,3,15.438911,7.340209,22.240763,1.358534,22.717436
37,1.233333,0,3,15.438961,7.340234,22.240844,1.358539,22.717499
38,1.266667,0,3,15.438901,7.340197,22.240763,1.358520,22.717420
39,1.300000,0,3,14.838505,6.779986,21.609096,0.827447,22.078972
40,1.333333,0,3,14.837802,6.780156,21.608759,0.828022,22.076627
41,1.366667,0,3,15.414542,7.041286,22.424026,0.861840,22.957760
42,1.400000,0,3,15.286161,7.012277,22.232475,0.901796,22.724212
43,1.433333,0,3,15.500803,7.136683,22.517282,0.960781,23.024347
44,1.466667,0,3,15.092361,7.001004,21.929337,1.015739,22.332006
45,1.500000,0,3,15.581174,7.221308,22.607911,1.045528,23.090084
46,1.533333,0,3,15.470636,7.186564,22.441911,1.064977,22.905020
47,1.566667,0,3,15.657212,7.297736,22.687114,1.121482,23.163039
48,1.600000,0,3,15.234923,7.150746,22.074204,1.168963,22.461604
49,1.633333,0,3,15.236306,7.151084,22.075780,1.168679,22.464457
50,1.666667,0,3,25.091896,28.247429,18.852272,31.361844,25.061572
51,1.700000,0,3,25.712682,28.852759,19.445085,31.964701,25.728262
52,1.733333,0,3,25.698134,28.928120,19.372382,32.102677,25.619345
53,1.766667,0,3,26.107662,29.251313,19.829251,32.367600,26.126135
54,1.800000,0,3,26.077287,29.237286,19.792153,32.364117,26.075592
55,1.833333,0,3,26.135711,29.290664,19.865791,32.411372,26.129972
56,1.866667,0,3,25.970907,29.201262,19.662517,32.372233,25.877970
57,1.900000,0,3,26.440486,29.557712,20.207930,32.649315,26.464212
58,1.933333,0,3,26.306278,29.487355,20.050205,32.619543,26.249085
59,1.966667,0,3,26.409593,29.568809,20.169584,32.685352,26.373843
60,2.000000,0,3,26.200183,29.442050,19.913385,32.614698,26.072466
61,2.033333,0,3,26.250788,29.476267,19.970841,32.638320,26.143203
62,2.066667,0,3,26.205031,29.446423,19.919820,32.618461,26.076811
63,2.100000,0,3,26.558405,30.706072,19.185065,34.618878,25.871271
64,2.133333,0,3,26.558392,30.706058,19.185040,34.618865,25.871271
65,2.166667,0,3,26.903735,30.965249,19.591064,34.816975,26.303166
66,2.200000,0,3,27.604337,31.805635,20.327847,35.727070,26.758092
67,2.233333,0,3,27.641936,31.830003,20.371950,35.742671,26.811187
68,2.266667,0,3,27.604581,31.805767,20.328743,35.726997,26.758002
69,2.300000,0,3,28.019430,32.103317,20.822643,35.942161,27.293485
70,2.333333,0,3,28.008238,32.095479,20.809401,35.936633,27.278681
71,2.366667,0,3,28.193190,32.244085,21.033090,36.056600,27.489878
72,2.400000,0,3,27.709441,31.917097,20.464281,35.835221,26.828821
73,2.433333,0,3,27.717750,31.923001,20.474147,35.839450,26.839654
74,2.466667,0,3,27.709626,31.917164,20.464442,35.835227,26.829210
75,2.500000,0,3,27.116689,31.388031,19.800406,35.357044,26.192618
76,2.533333,0,3,27.116689,31.388031,19.800406,35.357044,26.192618
77,2.566667,0,3,27.719060,31.757626,20.589724,35.556579,27.010878
78,2.600000,0,3,27.640626,31.722141,20.479526,35.551875,26.890477
79,2.633333,0,3,27.946066,31.942737,20.875056,35.705693,27.257447
80,2.666667,0,3,27.426334,31.704057,20.176009,35.662210,26.440783
81,2.700000,0,3,28.004180,32.054774,20.925928,35.849251,27.237360
82,2.733333,0,3,27.923345,32.009088,20.817880,35.829022,27.123132
83,2.766667,0,3,28.156022,32.173303,21.122011,35.939623,27.406433
84,2.800000,0,3,27.577667,31.849825,20.382365,35.792874,26.557760
85,2.833333,0,3,28.117761,32.224365,21.049783,36.047696,27.255803
86,2.866667,0,3,27.974383,32.118217,20.874161,35.969259,27.079730
87,2.900000,0,3,28.155030,32.254749,21.102676,36.070845,27.291569
88,2.933333,0,3,27.662511,31.921455,20.501022,35.849784,26.636726
89,2.966667,0,3,28.251731,33.074001,20.169706,37.516096,27.069390
90,3.000000,0,3,28.330388,33.242100,20.176903,37.749456,27.064805
91,3.033333,0,3,28.430633,33.307966,20.297234,37.791850,27.202816
92,3.066667,0,3,28.364263,33.276477,20.209916,37.784300,27.098571
93,3.100000,0,3,29.024067,33.702357,21.043395,38.042382,27.986425
94,3.133333,0,3,28.885816,33.634844,20.848786,38.026449,27.782215
95,3.166667,0,3,29.128485,33.823211,21.149257,38.172045,28.064153
96,3.200000,0,3,28.548273,33.519404,20.392294,38.060296,27.192229
97,3.233333,0,3,29.124362,33.906679,21.102854,38.313378,27.956853
98,3.266667,0,3,28.973198,33.823332,20.904317,38.278026,27.737252
99,3.300000,0,3,29.164778,33.962726,21.146518,38.377394,27.970421
100,3.333333,0,3,28.725336,33.707190,20.589640,38.249606,27.336763
101,3.366667,0,3,28.737517,33.441491,20.991597,37.744517,27.476437
102,3.400000,0,3,28.737700,33.441648,20.991819,37.744652,27.476629
103,3.433333,0,3,28.739545,33.442781,20.994200,37.745272,27.479162
104,3.466667,0,3,28.737715,33.441664,20.991854,37.744664,27.476627
105,3.500000,0,3,29.034066,33.653963,21.334308,37.900229,27.867662
106,3.533333,0,3,29.034066,33.653963,21.334308,37.900229,27.867662
107,3.566667,0,3,29.146423,33.746613,21.465065,37.977920,27.996284
108,3.600000,0,3,28.761942,33.476317,21.027374,37.782639,27.475814
109,3.633333,0,3,29.220667,33.837418,21.563505,38.072637,28.025859
110,3.666667,0,3,29.108673,33.746070,21.435434,37.996262,27.894323
111,3.700000,0,3,29.265354,33.878076,21.620014,38.108477,28.067572
112,3.733333,0,3,28.837735,33.554690,21.131793,37.856195,27.525218
113,3.766667,0,3,28.837735,33.554690,21.131793,37.856195,27.525218
114,3.800000,0,3,28.118734,32.789166,20.196225,37.112128,27.047850
115,3.833333,0,3,28.346529,32.939948,20.479936,37.207942,27.351709
116,3.866667,0,3,28.170786,32.849898,20.251521,37.176970,27.083865
117,3.900000,0,3,28.557711,33.081838,20.748510,37.298829,27.625792
118,3.933333,0,3,28.195414,32.893404,20.289324,37.228082,27.068838
119,3.966667,0,3,28.199164,32.895715,20.294082,37.229373,27.074036
120,4.000000,0,3,28.189716,32.891638,20.281063,37.229057,27.059029
121,4.033333,0,3,28.773958,33.275761,21.013977,37.469610,27.838286
122,4.066667,0,3,28.611687,33.163615,20.810919,37.394199,27.629942
123,4.100000,0,3,28.807403,33.306915,21.064436,37.495778,27.861994
124,4.133333,0,3,28.255813,32.965978,20.385366,37.299632,27.082441
