frame,t_s,seq,current_A,mean_rgb,mean_Y,mean_R,mean_G,mean_B
0,0.000000,0,,13.240328,5.867793,19.295321,0.452371,19.973291
1,0.033333,0,,13.385037,5.891336,19.239973,0.452324,20.462815
2,0.066667,0,,13.383094,5.890884,19.238483,0.452602,20.458197
3,0.100000,0,,13.605463,5.999600,19.540878,0.480743,20.794768
4,0.133333,0,,13.340847,5.903445,19.151661,0.505326,20.365553
5,0.166667,0,,13.238895,5.884062,19.106412,0.519404,20.090870
6,0.200000,0,,13.238772,5.883997,19.106257,0.519378,20.090683
7,0.233333,0,,13.242774,5.886034,19.112280,0.519883,20.096160
8,0.266667,0,,13.237941,5.884282,19.105806,0.520201,20.087816
9,0.300000,0,,13.340877,5.899075,19.247780,0.477531,20.297320
10,0.333333,0,,13.340995,5.899042,19.247996,0.477393,20.297598
11,0.366667,0,,13.550031,6.002865,19.545790,0.503421,20.600882
12,0.400000,0,,13.289385,5.907908,19.177131,0.524041,20.166984
13,0.433333,0,,13.290618,5.908357,19.178779,0.523964,20.169111
14,0.466667,0,,13.290209,5.908080,19.178115,0.523816,20.168695
15,0.500000,0,,13.246516,5.871026,19.221012,0.471540,20.046997
16,0.533333,0,,13.246516,5.871026,19.221012,0.471540,20.046997
17,0.566667,0,,13.253550,5.873657,19.231181,0.471043,20.058426
18,0.600000,0,,13.402296,5.922251,19.331642,0.474574,20.400674
19,0.633333,0,,13.618607,6.029403,19.622268,0.504893,20.728660
20,0.666667,0,,13.372742,5.941714,19.257668,0.530951,20.329607
21,0.700000,0,,13.373339,5.941926,19.258356,0.530929,20.330731
22,0.733333,0,,13.373019,5.941707,19.257757,0.530827,20.330473
23,0.766667,0,,13.141081,5.804289,18.911560,0.470836,20.040849
24,0.800000,0,,13.140715,5.804127,18.910878,0.470857,20.040409
25,0.833333,0,,13.145367,5.806286,18.917384,0.471226,20.047490
26,0.866667,0,,13.142380,5.804889,18.913107,0.470994,20.043038
27,0.900000,0,,13.142196,5.810877,19.014523,0.458225,19.953840
28,0.933333,0,,13.142196,5.810877,19.014523,0.458225,19.953840
29,0.966667,0,,13.288604,5.865332,19.268041,0.438239,20.159530
30,1.000000,0,,13.150603,5.821142,19.012717,0.471750,19.967343
31,1.033333,0,,13.169577,5.830845,19.038419,0.474838,19.995474
32,1.066667,0,,13.150944,5.824659,19.011519,0.477368,19.963946
33,1.100000,0,,13.155490,5.826828,19.018663,0.477650,19.970156
34,1.133333,0,,13.152221,5.825400,19.014587,0.477420,19.964658
35,1.166667,0,,13.414213,5.905394,19.301085,0.451016,20.490538
36,1.200000,0,,13.390634,5.900174,19.248962,0.462222,20.460717
37,1.233333,0,,13.392795,5.901018,19.251968,0.462150,20.464268
38,1.266667,0,,13.391623,5.900427,19.250328,0.461984,20.462559
39,1.300000,0,,13.394980,5.901968,19.257485,0.461686,20.465768
40,1.333333,0,,13.120628,5.747294,18.828160,0.407297,20.126426
