frame,t_s,seq,current_A,mean_rgb,mean_Y,mean_R,mean_G,mean_B
0,0.000000,0,15,14.346698,6.487977,20.332765,0.817670,21.889659
1,0.033333,0,15,14.344132,6.424099,20.309182,0.724340,21.998873
2,0.066667,0,15,14.336032,6.421398,20.294991,0.725967,21.987139
3,0.100000,0,15,14.371055,6.438198,20.340347,0.730394,22.042423
4,0.133333,0,15,14.323733,6.420023,20.269499,0.733537,21.968164
5,0.166667,0,15,14.328439,6.421894,20.276863,0.733254,21.975201
6,0.200000,0,15,14.324944,6.420049,20.272790,0.732451,21.969591
7,0.233333,0,15,14.003458,6.167646,19.858634,0.538638,21.613101
8,0.266667,0,15,14.003458,6.167646,19.858634,0.538638,21.613101
9,0.300000,0,15,14.625311,6.460085,20.731278,0.593423,22.551233
10,0.333333,0,15,14.518590,6.429199,20.583434,0.613621,22.358715
11,0.366667,0,15,14.693959,6.529638,20.821711,0.658722,22.601445
12,0.400000,0,15,14.166441,6.327987,20.081188,0.684505,21.733631
13,0.433333,0,15,14.166438,6.327987,20.081179,0.684508,21.733626
14,0.466667,0,15,14.120360,6.164956,20.025537,0.458632,21.876911
15,0.500000,0,15,14.315892,6.241803,20.299920,0.452368,22.195387
16,0.533333,0,15,13.893786,6.065905,19.697360,0.452568,21.531430
17,0.566667,0,15,14.276195,6.260725,20.227131,0.511061,22.090393
18,0.600000,0,15,14.225115,6.242710,20.148855,0.517342,22.009149
19,0.633333,0,15,14.300149,6.289522,20.247931,0.543236,22.109280
20,0.666667,0,15,13.941363,6.135332,19.740326,0.535133,21.548631
21,0.700000,0,15,14.233066,6.273457,20.214946,0.548050,21.936201
22,0.733333,0,15,14.168303,6.282688,20.114743,0.606101,21.784066
23,0.766667,0,15,14.171325,6.284135,20.118391,0.606538,21.789045
24,0.800000,0,15,14.168147,6.282910,20.112795,0.606925,21.784721
25,0.833333,0,15,14.171466,6.284643,20.117631,0.607447,21.789319
26,0.866667,0,15,14.169363,6.283651,20.114850,0.607219,21.786019
27,0.900000,0,15,14.115374,6.213322,20.090801,0.521281,21.734040
28,0.933333,0,15,14.115284,6.213289,20.090748,0.521272,21.733831
29,0.966667,0,15,14.787442,6.530189,21.029952,0.582618,22.749755
30,1.000000,0,15,14.680592,6.504612,20.879622,0.611659,22.550496
31,1.033333,0,15,14.891365,6.629934,21.161299,0.674056,22.838741
32,1.066667,0,15,14.337008,6.426547,20.377765,0.715572,21.917687
33,1.100000,0,15,14.338626,6.427221,20.379964,0.715595,21.920319
34,1.133333,0,15,14.337558,6.426695,20.378271,0.715507,21.918896
35,1.166667,0,15,14.243954,6.283571,20.035650,0.599261,22.096952
36,1.200000,0,15,14.229429,6.279983,20.011803,0.603781,22.072702
37,1.233333,0,15,14.774060,6.541188,20.754718,0.664329,22.903132
38,1.266667,0,15,14.676138,6.508758,20.614386,0.677523,22.736506
39,1.300000,0,15,14.818349,6.592890,20.805423,0.718747,22.930878
40,1.333333,0,15,14.298768,6.385638,20.081806,0.729454,22.085043
41,1.366667,0,15,14.486799,6.415039,20.445565,0.632412,22.382420
42,1.400000,0,15,14.481966,6.413725,20.438825,0.633468,22.373605
43,1.433333,0,15,14.646926,6.495129,20.672393,0.653500,22.614886
44,1.466667,0,15,14.447463,6.424576,20.392549,0.672071,22.277768
