frame,t_s,seq,current_A,mean_rgb,mean_Y,mean_R,mean_G,mean_B
0,0.000000,0,,13.952354,6.276092,19.946898,0.705238,21.204927
1,0.033333,0,,13.954876,6.277056,19.950754,0.705046,21.208828
2,0.066667,0,,13.656609,6.054489,19.501046,0.557575,20.911206
3,0.100000,0,,13.657045,6.054742,19.501558,0.557709,20.911866
4,0.133333,0,,13.656776,6.054626,19.501237,0.557690,20.911402
5,0.166667,0,,14.154531,6.261905,20.226083,0.554108,21.683402
6,0.200000,0,,14.056332,6.229438,20.083888,0.567743,21.517365
7,0.233333,0,,14.284822,6.352155,20.391820,0.614388,21.848258
8,0.266667,0,,13.798725,6.184697,19.688977,0.671168,21.036032
9,0.300000,0,,13.802857,6.186166,19.694814,0.670786,21.042970
10,0.333333,0,,13.948181,6.190474,19.946233,0.573635,21.324674
11,0.366667,0,,14.134283,6.281785,20.199622,0.597624,21.605602
12,0.400000,0,,13.914207,6.199431,19.876587,0.614217,21.251817
13,0.433333,0,,13.918285,6.201173,19.882414,0.614280,21.258161
14,0.466667,0,,13.915228,6.199770,19.878529,0.613976,21.253180
15,0.500000,0,,13.918629,6.200798,19.885275,0.612956,21.257657
16,0.533333,0,,13.617040,6.032940,19.511370,0.535137,20.804612
17,0.566667,0,,14.128249,6.253541,20.238703,0.547197,21.598848
18,0.600000,0,,14.027799,6.223604,20.094967,0.565862,21.422567
19,0.633333,0,,14.212575,6.324818,20.343539,0.606751,21.687433
20,0.666667,0,,13.793964,6.188097,19.744057,0.666032,20.971804
21,0.700000,0,,14.211810,6.367044,20.322811,0.677206,21.635412
22,0.733333,0,,14.101181,6.332494,20.166500,0.694870,21.442172
23,0.766667,0,,14.247882,6.413092,20.362552,0.727992,21.653103
24,0.800000,0,,13.887024,6.291978,19.847631,0.773625,21.039817
25,0.833333,0,,14.012525,6.302019,19.959113,0.722623,21.355840
26,0.866667,0,,14.012471,6.301957,19.959040,0.722561,21.355813
27,0.900000,0,,14.037717,6.314773,19.991380,0.726927,21.394844
28,0.933333,0,,14.002980,6.301490,19.939091,0.729387,21.340462
29,0.966667,0,,14.003446,6.301649,19.939750,0.729334,21.341253
30,1.000000,0,,14.003122,6.301479,19.939410,0.729253,21.340702
31,1.033333,0,,13.706678,6.084679,19.638964,0.557546,20.923525
32,1.066667,0,,13.706678,6.084679,19.638964,0.557546,20.923525
33,1.100000,0,,14.270160,6.336233,20.445970,0.582741,21.781770
34,1.133333,0,,14.149525,6.307974,20.269676,0.617923,21.560978
35,1.166667,0,,14.359346,6.426730,20.555382,0.669549,21.853109
36,1.200000,0,,13.929119,6.287772,19.940302,0.732670,21.114384
37,1.233333,0,,13.932538,6.288557,19.946515,0.731381,21.119718
38,1.266667,0,,13.690910,6.093578,19.710744,0.561023,20.800962
39,1.300000,0,,13.691363,6.093708,19.711296,0.560954,20.801840
40,1.333333,0,,13.691154,6.093593,19.710938,0.560923,20.801600
41,1.366667,0,,14.191150,6.303766,20.469143,0.553802,21.550506
42,1.400000,0,,14.087909,6.270741,20.320127,0.569757,21.373843
43,1.433333,0,,14.315606,6.393949,20.629984,0.617013,21.699822
44,1.466667,0,,13.814596,6.223927,19.910173,0.678534,20.855080
45,1.500000,0,,13.816411,6.224617,19.912713,0.678441,20.858078
46,1.533333,0,,13.815718,6.224203,19.911736,0.678243,20.857173
47,1.566667,0,,13.620171,6.061650,19.634295,0.551891,20.674328
48,1.600000,0,,13.620171,6.061650,19.634295,0.551891,20.674328
49,1.633333,0,,13.645745,6.073218,19.672132,0.553006,20.712099
50,1.666667,0,,13.631501,6.066876,19.654046,0.551889,20.688569
51,1.700000,0,,13.645956,6.073348,19.676260,0.552235,20.709373
52,1.733333,0,,13.445392,5.959855,19.273013,0.531341,20.531821
53,1.766667,0,,13.950547,6.181270,19.992435,0.548434,21.310773
54,1.800000,0,,13.811812,6.146179,19.792535,0.584244,21.058657
55,1.833333,0,,13.983681,6.238563,20.020801,0.620182,21.310060
56,1.866667,0,,13.632967,6.122482,19.518644,0.667439,20.712818
57,1.900000,0,,13.637996,6.124915,19.525900,0.667946,20.720142
58,1.933333,0,,13.635170,6.123712,19.522271,0.667819,20.715421
59,1.966667,0,,13.732241,6.122813,19.658001,0.604084,20.934637
60,2.000000,0,,13.732241,6.122813,19.658001,0.604084,20.934637
61,2.033333,0,,13.753594,6.132234,19.687752,0.605048,20.967982
62,2.066667,0,,13.741097,6.126586,19.669746,0.604404,20.949140
63,2.100000,0,,13.741984,6.126931,19.671637,0.604229,20.950087
64,2.133333,0,,13.660057,6.063502,19.613723,0.545828,20.820620
65,2.166667,0,,14.175717,6.284261,20.337496,0.557412,21.632243
66,2.200000,0,,14.078256,6.254599,20.197045,0.574781,21.462942
67,2.233333,0,,14.258321,6.353499,20.436222,0.615710,21.723031
68,2.266667,0,,13.848007,6.219081,19.850228,0.672832,21.020961
69,2.300000,0,,13.870496,6.228318,19.884166,0.672210,21.055113
70,2.333333,0,,13.859122,6.222770,19.870296,0.670443,21.036628
71,2.366667,0,,13.631151,6.053126,19.525978,0.558587,20.808888
72,2.400000,0,,13.629588,6.052523,19.523085,0.558808,20.806871
73,2.433333,0,,14.082943,6.245465,20.204345,0.557401,21.487084
74,2.466667,0,,14.017203,6.223350,20.106909,0.566429,21.378271
75,2.500000,0,,14.239903,6.344054,20.408431,0.613293,21.697986
76,2.533333,0,,13.750580,6.177418,19.706283,0.672287,20.873169
77,2.566667,0,,13.751841,6.177711,19.707500,0.672052,20.875972
78,2.600000,0,,13.893687,6.231000,19.938967,0.656604,21.085490
